frase;localizzazione;tempo;grave;moto;deboli;;;
grave incidente martedì mattina sulla milano-meda, nel tratto compreso tra l'innesto per la tangenziale nord di milano e l'uscita di paderno;1;1;1;0;0;;;
"""il fatto non costituisce reato""";0;0;0;0;0;;;
È stato assolto con formula piena il macchinista dell'atm accusato di omicidio colposo per la morte di una turista coreana di 20 anni che, la sera del 10 febbraio di tre anni fa, in piazzale oberdan, era stata investita da un tram della linea 9, guidato proprio dall'imputato;1;1;1;0;0;;;
tre giovani sono rimasti feriti in un incidente stradale tra la notte di lunedì e martedì lungo la strada provinciale 203, a noviglio (milano);1;1;0;0;0;;;
si tratta di tre 19enni, due ragazze e un ragazzo;0;0;0;0;0;;;
un 41enne morto;0;0;1;0;0;;;
È questo il tragico bilancio di un incidente stradale avvenuto lunedì mattina lungo la strada provinciale 192, nel territorio comunale di gravellona lomellina, nel pavese;1;1;1;0;0;;;
si chiamava claudia turconi e aveva 60 anni;0;0;0;0;0;;;
È una delle due donne morte nell'incidente stradale nella notte tra venerdì e sabato, alla barriera di milano ghisolfa sulla a4, in direzione torino;1;1;1;0;0;;;
la 60enne viaggiava insieme a laura amato, 54 anni, tornava da una festa organizzata per celebrare il compleanno dell'amica, morta con lei;0;0;1;0;0;;;
grave incidente stradale sabato pomeriggio in pieno centro a milano, dove una ragazza di 20 anni, di origini asiatiche, è stata investita da un tram di atm;1;1;1;0;1;;;
teatro del dramma è stata via torino, la strada che conduce in piazza del duomo;1;0;0;0;0;;;
per cause ancora in corso di accertamento, verso le 1340, la giovane è finita sotto un mezzo della linea 3;0;1;0;0;0;;;
lo schianto a forte velocità l'auto che si accartoccia su se stessa e diventa un groviglio di lamiere;0;0;0;0;0;;;
una trappola fatale per loro;0;0;0;0;0;;;
tragico incidente stradale nella notte tra venerdì e sabato a milano, costato la vita a due donne di 54 anni (laura amato, chi era) e 60 anni;1;1;1;0;0;;;
un uomo di 65 anni è in ospedale dopo essere stato trascinato da un tir lungo la tangenziale est di milano, venerdì mattina;1;1;1;0;0;;;
È successo verso le otto meno venti nel tratto fra il raccordo con l'autostrada a1 a san donato milanese e l'uscita della paullese, in direzione nord;1;1;0;0;0;;;
un'auto sui binari, a seveso;1;0;0;0;0;;;
È accaduto nel tardo pomeriggio di giovedì 16 febbraio quando una nissan con al volante una donna di 41 anni è finita sui binari ferroviari dopo che la guidatrice ha perso il controllo del mezzo;0;1;0;0;0;;;
la vettura ha sfondato le barriere di protezione, e si è fermata in mezzo all'area di circolazione dei convogli;0;0;0;0;0;;;
in transito alcun treno ma l'incidente ha causato inevitabili disagi e ritardi anche al traffico ferroviario;0;0;0;0;0;;;
tragico incidente stradale a ozzero, nella città metropolitana di milano, giovedì 16 febbraio;1;1;1;0;0;;;
il bilancio è di un morto e di una donna ricoverata in gravi condizioni;0;0;1;0;0;;;
un motociclista di 18 anni è rimasto gravemente ferito dopo un incidente stradale a milano;1;0;1;1;0;;;
lo schianto è avvenuto poco prima delle 19 di mercoledì tra via bisceglie e via ferruccio parri;1;1;0;0;0;;;
oltre alla moto guidata dal ragazzo, trasportato in ospedale in arresto cardiaco, è rimasta coinvolta un'auto volkswagen;0;0;0;1;0;;;
stando a una prima ricostruzione, la motocicletta, dopo lo scontro, è andata a sbattere contro un palo e si è incendiata;0;0;0;1;0;;;
una donna anziana, una 95enne, è morta dopo essere stata travolta da un camioncino in retromarcia sul marciapiede in viale enrico fermi, a milano;1;0;1;0;1;;;
incidente si è verificato pochi minuti prima delle 12 di venerdì;0;1;0;0;0;;;
la dinamica è da chiarire;0;0;0;0;0;;;
l'unica certezza, per ora, è che le sue condizioni sono gravi;0;0;1;0;0;;;
un anziano - circa 80 anni - è stato travolto da un'auto in via adua a cernusco sul naviglio (milano);1;0;0;0;1;;;
l'incidente, quando erano passate da poco le 830 di venerdì, ha provocato il blocco del traffico in zona;0;1;0;0;0;;;
tre auto sono state danneggiate a causa della rottura di un giunto di dilatazione del cavalcavia sulla tangenziale nord a sesto san giovanni nella serata di mercoledì 8 febbraio;1;1;0;0;0;;;
il guasto, più nel dettaglio, si è verificato in via san maurizio;1;0;0;0;0;;;
un ciclista di 48 anni è rimasto gravemente ferito in un incidente avvenuto in viale pirandello a busto arsizio nella serata di mercoledì 8 febbraio;1;1;1;0;1;;;
un motociclista che si schianta contro un muro, e poi finisce a terra privo di sensi;0;0;0;1;0;;;
l'arrivo delle ambulanze, il massaggio cardiaco sul posto e la corsa verso il vicino policlinico;0;0;1;0;0;;;
È in gravissime condizioni l'uomo che intorno alle 9 di mercoledì ha fatto un incidente lungo via santa sofia a milano, all'altezza del civico 29;1;1;1;0;0;;;
traffico in tilt nella mattinata di martedì 8 febbraio sull'autostrada a8 milano-varese (direzione milano) a causa di un incidente avvenuto intorno alle 7 nei pressi della barriera di milano nord;1;1;0;0;0;;;
grave incidente lungo la strada statale dei giovi, poco dopo 1240 di lunedì 6 febbraio, all'uscita 11-10 cesano seveso seregno;1;1;1;0;0;;;
stando a quanto riferito dall'agenzia regionale emergenza urgenza (areu) sono due le auto rimaste coinvolte;0;0;0;0;0;;;
un ragazzo privo di sensi lungo la via emilia;1;0;0;0;0;;;
grave: tanto che il personale del 118 deve intubarlo sul posto prima di trasportarlo d'urgenza all'ospedale;0;0;1;0;0;;;
non è ancora chiaro il motivo ma con molta probabilità è stato travolto da un cosiddetto pirata della strada;0;0;0;0;1;;;
ovvero un'automobilista che non si è fermato a prestare soccorso dopo l'incidente;0;0;0;0;0;;;
l'auto che sbanda più volte, l'impatto con il guardrail - devastante - e il volo nel vuoto di sette, otto metri;0;0;0;0;0;;;
È morto così, in un tragico incidente d'auto nel weekend, bryan franchini, 26enne di magnago, nel milanese;0;0;1;0;0;;;
brutto investimento, domenica notte, lungo viale forlanini a milano;1;1;1;0;1;;;
È successo intorno alle cinque meno venti sulla carreggiata in direzione centro città;0;1;0;0;0;;;
non si conosce l'esatta dinamica;0;0;0;0;0;;;
un ragazzo di 25 anni è stato travolto da un'auto che transitava lungo il viale e ora rischia la vita;0;0;1;0;1;;;
grave incidente stradale sabato mattina a bresso, nell'hinterland nord di milano;1;1;1;0;0;;;
un uomo di 63 anni è in serie condizioni in ospedale dopo essere stato investito da un'auto;0;0;0;0;1;;;
lo riferisce areu (agenzia regionale emergenza urgenza);0;0;0;0;0;;;
meno grave di quanto sembrasse un incidente stradale avvenuto sabato mattina tra senago e paderno dugnano, nel milanese, intorno alle otto di sabato mattina;1;1;0;0;0;;;
la ferita è una donna di 55 anni, alla guida di un'auto: percorreva via risorgimento quando, all'altezza di una palestra e un benzinaio, è andata a sbattere contro un ostacolo in strada;1;0;0;0;0;;;
in aggiornamento;0;0;0;0;0;;;
grave incidente stradale, sabato notte, nella città metropolitana di milano;1;1;1;0;0;;;
un giovane di 26 anni è in gravi condizioni all'ospedale niguarda dopo essersi più volte ribaltato con la sua automobile a pogliano milanese, in via arluno, all'altezza di una rotonda;1;0;1;0;0;;;
lo schianto non gli ha lasciato nessuno scampo;0;0;0;0;0;;;
"uno schianto tragico, atroce, che ""suona"" come un beffardo scherzo del destino";0;0;1;0;0;;;
sì, perché luca civita - il 38enne morto martedì in un incidente avvenuto sulla a4, tra l'uscita di fiera milano e lo svincolo con viale certosa - a modo suo cercava di combattere le tragedie sull'asfalto;1;0;1;0;0;;;
pochi giorni prima del dramma, come ha raccontato un suo familiare, lui e il fratello si erano iscritti all'associazione per le vittime della strada, donando un contributo senza che fosse richiesto;0;0;0;0;0;;;
gravissimo incidente stradale nel pomeriggio di martedì 31 gennaio in autostrada;1;1;1;0;0;;;
un uomo di 38 anni, residente a sulmona (l'aquila), è morto sul colpo;0;0;1;0;0;;;
lo schianto è avvenuto verso le sei meno venti lungo l'a4, in direzione venezia, nel tratto compreso tra l'uscita di pero-fiera milano e lo svincolo con l'a8-viale certosa;1;1;0;0;0;;;
domenica di passione per gli automobilisti;0;0;0;0;0;;;
nella mattinata del 29 gennaio, si è verificato un incidente in valassina;1;1;0;0;0;;;
c'è stato un restringimento della carreggiata in direzione milano al km 15,900, racconta monzatoday;1;0;0;0;0;;;
nello schianto, avvenuto all'altezza di desio, sono rimaste coinvolte tre auto;1;0;0;0;0;;;
due uomini di 45 e 47 anni sono rimasti feriti in un incidente stradale in via inganni a milano;1;0;1;0;0;;;
lo schianto è avvenuto poco prima della mezzanotte tra venerdì e sabato;0;1;0;0;0;;;
numerosi curiosi sono usciti in strada a seguito del frastuono: una delle auto coinvolte, una mercedes, si è ribaltata e ha travolto dei pali dei segnali stradali;0;0;0;0;0;;;
la moto ha preso in pieno la portiera anteriore dell'auto, sul lato del conducente;0;0;0;1;0;;;
il motociclista è caduto a terra;0;0;0;1;0;;;
dietro i due veicoli incidentati, una bmw e una nissan micra, i tram in coda;0;0;0;0;0;;;
il bilancio del grave incidente avvenuto venerdì mattina, attorno alle 9, in via giulio e corrado venini a milano, lascia un ferito e il traffico paralizzato in zona;1;1;1;0;0;;;
incidente stradale nel pomeriggio di giovedì 26 gennaio a inzago, nella città metropolitana di milano;1;1;0;0;0;;;
e' successo intorno alle sei e venti in via guglielmo marconi, in una zona industriale, quando uno scooter ha tamponato un'automobile;1;1;0;1;0;;;
secondo quanto riferisce areu (agenzia regionale emergenza urgenza), sarebbero coinvolti sei giovanissimi, tra cui un ragazzo di 17 anni, due 18enni e una 19enne;0;0;0;0;0;;;
il cuore gli si è fermato mentre era alla guida della propria auto;0;0;0;0;0;;;
È finito fuori strada, facendo un incidente, e per fortuna senza coinvolgere altre persone;0;0;0;0;0;;;
ma le sue condizioni restano critiche;0;0;1;0;0;;;
lo avrebbe investito con la sua auto mentre entrambi andavano a scuola;0;0;0;0;1;;;
poi, con lui sull'asfalto ormai in fin di vita, sarebbe andata in aula dai suoi studenti, dove è stata fermata;0;0;0;0;0;;;
una donna di 65 anni, professoressa all'istituto bordoni di pavia, è stata arrestata lunedì mattina con le accuse di omicidio stradale e omissione di soccorso perché accusata di aver travolto e ucciso il 49enne daniele marchi, maestro nella scuola dell'infanzia comunale;0;0;0;0;0;;;
l'incrocio tra via arbe e via alfredo comandini, in zona zara a milano, è stato teatro di un incidente 'notevole', all'alba di sabato;1;1;0;0;0;;;
un automobilista di 35 anni si è ribaltato con la propria auto dopo aver preso in pieno semaforo e spartitraffico in via arbe;0;0;0;0;0;;;
troppo gravi i traumi e le ferite riportati;0;0;1;0;0;;;
per lui non c'è stato nulla da fare;0;0;1;0;0;;;
È morto enrico goldoni, il 49enne originario di soliera, nel modenese, che giovedì scorso era rimasto coinvolto in un drammatico incidente sull'autostrada a9;1;0;1;0;0;;;
metà delle ruote nel vuoto;0;0;0;0;0;;;
sotto, a pochi metri di distanza, l'acqua;0;0;0;0;0;;;
incredibile incidente verso le 10 di sabato mattina a castellanza, dove un camion della sieco, l'azienda che si occupa della nettezza urbana, è rimasto in bilico sul ponte di via binda che sovrasta l'olona;1;1;0;0;0;;;
investita e rapinata;0;0;0;0;1;;;
pomeriggio da incubo quello di giovedì per una donna di 28 anni, un giovane albanese, che è stata travolta da uno scooter e poi derubata - dal guidatore dello stesso scooter - nel giro di pochi attimi;0;1;0;1;0;;;
prima lo schianto, poi le sirene dei soccorritori;0;0;0;0;0;;;
un uomo di 55 anni lotta tra la vita e la morte dopo essere rimasto coinvolto in un incidente in via novara (periferia ovest di milano) nella mattinata di giovedì 19 gennaio;1;1;1;0;0;;;
traffico in tilt sull'autostrada a8 varese-milano a causa di un incidente tra un'auto e un mezzo pesante avvenuto nel tratto tra legnano e il bivio con la a9, in direzione del capoluogo lombardo;1;0;0;0;0;;;
due persone sono rimaste ferite dopo un incidente tra due auto all'incrocio tra via ovada, via palatucci e via san vigilio, nella periferia sud di milano;1;0;1;0;0;;;
lo schianto è avvenuto poco dopo la mezzanotte tra martedì e mercoledì;0;1;0;0;0;;;
alba di sangue sull'autostrada a8, teatro mercoledì mattina di un incidente costato la vita a un uomo di 54 anni;1;1;1;0;0;;;
il dramma si è consumato pochi minuti prima delle 5 a legnano, nel tratto in cui si trova il bivio tra l'a8 e l'a9;1;1;1;0;0;;;
traffico in tilt e lunghe code il motivo: un incidente lungo la ss36;1;0;0;0;0;;;
lo schianto è avvenuto mattina intorno alle 720 nel tratto monza centro e l'allacciamento con la tangenziale nord di milano;1;1;0;0;0;;;
un uomo di 55 anni, tiziano taini, è morto dopo essere finito con la sua auto nel naviglio in secca ad abbiategrasso (hinterland ovest di milano) nella notte tra sabato e domenica 15 gennaio;1;1;1;0;0;;;
era arrivato in ospedale in codice rosso con la gamba tranciata dal ginocchio in giù;0;0;0;0;0;;;
portato immediatamente in sala operatoria i chirurghi dell'ospedale san gerardo non hanno potuto salvargliela;0;0;0;0;0;;;
ha perso la gamba sinistra il giovane rider, un 29enne residente a monza, rimasto coinvolto nell'incidente avvenuto domenica sera ad usmate velate, in brianza;0;0;0;0;1;;;
drammatico incidente lungo l'autostrada a4 all'alba di lunedì 16 gennaio;1;1;1;0;0;;;
coinvolti quattro mezzi pesanti, morto un uomo di 49 anni;0;0;1;0;0;;;
l'incidente è avvenuto poco prima delle 530 sull'autostrada a4 venezia-torino;1;1;0;0;0;;;
non c'è stato nulla da fare;0;0;0;0;0;;;
È morto il motociclista di 55 anni che era rimasto gravemente ferito dopo essersi schiantato venerdì sera contro un suv;0;1;1;0;0;;;
brutto incidente ieri sera, poco prima delle ore 20, in via dello scalo a bologna, dove - per dinamiche ancora in via di accertamento - un pedone è stato investito da un autobus ed è finito in ospedale in gravi condizioni;1;1;1;0;1;;;
traffico bloccato sulla porrettana a causa di un incidente stradale avvenuto nella tarda mattinata odierna;1;1;0;0;0;;;
in aggiornamento;0;0;0;0;0;;;
da quanto si apprende, a causa della fuoriuscita autonoma di un pezzo pesante nei pressi del km 119,200, la strada statale 64 è temporaneamente chiusa – in entrambe le direzioni di marcia – in località altedo, nella città metropolitana di bologna;1;0;0;0;0;;;
condannato a 7 mesi con la condizionale e la non menzione;0;0;0;0;0;;;
e' il verdetto del processo in rito abbreviato avvenuto stamane a carico dell'ex assessore alla cultura in comune, roberto grandi, che aveva investito il giovane matteo prodi, pronipote dell’ex premier romano, mentre era in sella alla sua bici;0;0;0;0;1;;;
lo schianto fatale per il 18enne era avvenuto nel 27 febbraio del 2020 all’incrocio tra via di barbiano e via degli scalini, sui colli bolognesi;1;1;1;0;0;;;
non ce l'ha fatta il pedone investito lo scorso 2 gennaio mentre attraversava la strada, sulle strisce pedonali, a vergato;1;1;1;0;1;;;
la vittima -investito da un 47enne alla guida di una panda - è un uomo di 54 anni, filippo muscia masuzzo;0;0;0;0;0;;;
e' ancora ricoverato nel reparto di rianimazione con una prognosi riservata il 45enne che domenica 4 dicembre, poco prima di mezzogiorno, è finito fuori strada e poi nei campi della frazione di riccardina di budrio;1;1;1;0;0;;;
sabato 3 dicembre, un anziano ha perso la vita a imola e, anche in questo caso, non ci sarebbero altri veicoli coinvolti nel sinistro;1;1;1;0;0;;;
“una tragedia dche lascia sgomenti e senza parole, con massimo pironi abbiamo condiviso tanti anni di militanza politica e di vita amministrativa”;0;0;0;0;0;;;
la presidente emma petitti e tutta l’assemblea legislativa dell’emilia-romagna si stringono ai familiari di pironi, già sindaco di riccione e consigliere regionale dal 2005 al 2009, scomparso ieri in un tragico incidente stradale sull'a4, a san donà di piave;1;0;1;0;0;;;
altro incidente mortale sulle nostre strade;0;0;1;0;0;;;
la vittima è un centauro di 46 anni, coinvolto nello scontro con un'automobile ieri sera a porretta terme, sull'appennino bolognese;1;1;1;1;0;;;
nella città metropolitana di bologna nel 2021 sono avvenuti 3709 incidenti stradali con infortunati, 1076 in più rispetto a quelli rilevati nel 2020;0;0;0;0;0;;;
59 i morti (5 in più) e 4865 i ferite (1460 in più), dati in aumento ma con numeri vicini ai dati del 2019 e degli anni precedenti ad esclusione del 2020, anno di ridotta mobilità dovuta al lockdown: nel 2019 avevamo 3805 incidenti, 68 decessi, 5197 feriti;0;0;1;0;0;;;
59 i morti (5 in più) e 4865 i ferite (1460 in più), dati in aumento ma con numeri vicini ai dati del 2019 e degli anni precedenti ad esclusione del 2020, anno di ridotta mobilità dovuta al lockdown: nel 2019 avevamo 3805 incidenti, 68 decessi, 5197 feriti;0;0;0;0;0;;;
romano tarroni;0;0;0;0;0;;;
e' questo il nome del ciclista che ieri ha perso la vita sulle rive del torrente quaderna;1;0;1;0;1;;;
80 anni, ma un fisico atletico e la passione per le due ruote, tarroni è stato travolto e ucciso da un'auto sulla sp29, a molinella;1;0;1;0;0;;;
gravissimo incidente questa mattina a san lazzaro di savena, in direzione monterenzio;1;1;1;0;0;;;
da quanto si apprende al momento una vettura e un camion adibito al trasporto dell' immondizia si sarebbero scontrati lungo via idice, nel territorio di san lazzaro;1;0;0;0;0;;;
brutto incidente a sant'agata bolognese, tra via montirone e malmanago;1;0;0;0;0;;;
da quanto si apprende due auto si sarebbero scontrate violentemente, e una sarebbe finita nel fosso adiacente alla carreggiata;0;0;1;0;0;;;
e' attualmente in prognosi riservata in rianimazione il 35enne di origini pakistane che ieri mattina è rimasto gravemente ferito dopo un incidente stradale occorso nelle campagne tra budrio e granarolo;1;1;1;0;0;;;
lo schianto si è verificato intorno alle dieci del mattino: qui l'uomo, che rimane ricoverato al maggiore di bologna, era a bordo del suo scooter quando -per ragioni ancora al vaglio dei carabinieri di molinella, che si sono occupati dei rilievi- all'altezza di un incrocio è avvenuto lo scontro con una auto che si apprestava ad attraversare;0;1;1;1;0;;;
nell'impatto, il 35enne è stato sbalzato in aria per poi ricadere a terra;0;0;0;0;0;;;
la polizia locale, intervenuta anch'essa sul posto, ha provveduto poi a sequestrate il ciclomotore, poiché trovato sprovvisto di assicurazione e revisione;0;0;0;0;0;;;
non ce l'ha fatta giada matarazzo;0;0;0;0;0;;;
e' morta la 26 enne di san pietro in casale, a causa delle conseguenze del brutto incidente che l'ha vista coinvolta lo scorso mercoledì sulla statale 253bis (ex trasversale di pianura), vicino a bentivoglio;1;1;1;0;0;;;
È caccia all'automobilista che ieri mattina ha urtato una ragazza sulle strisce pedonali, non fermandosi a prestare soccorso;0;0;0;0;1;;;
È successo a pianoro 'nuovo', lungo via nazionale, nei pressi della stazione;1;0;0;0;0;;;
traffico bloccato e soccorsi in forze nel primo pomeriggio lungo la a13, dove una ragazza di soli 22 anni è rimasta vittima di un incidente stradale che ha visto coinvolti un furgone e un camion, in marcia entrambi in direzione di ferrara e andati a impatto all'altezza del km 26;1;1;1;0;0;;;
tamponamento nel tardo pomeriggio di ieri a castenaso tra due auto;1;1;0;0;0;;;
l'incidente è avvenuto lungo la sa vitale tra due auto, e a causa dell'impatto uno dei due automobilisti è rimasto ferito;1;0;1;0;0;;;
lanciato l'allarme sul posto sono intrervenute due ambulanze, e i volontari dell'anc e ac oltre le autorità competenti;0;0;0;0;0;;;
806 incidenti a bologna nei primi sei mesi del 2021 con un picco di 189 sinistri nel mese di giugno;1;0;0;0;0;;;
ono in totale 1581 gli scontri nella città metropolitana con più decessi e feriti, rispetto allo stesso periodo del 2020, quando tutta italia era in lock-down;0;0;0;0;0;;;
nel tardo pomeriggio di ieri un tamponamento tra auto ha visto la chiusura della strada provinciale 86 a castenaso, nel tratto di asfalto tra via frullo e via marano;1;1;0;0;0;;;
qui, infatti, è avvenuto l'incidente tra due vetture: ferito, e traportato all'ospedale maggiore, il conducente dell'auto tamponata;0;0;0;0;0;;;
il conducente è rimasto incastrato all'interno del mezzo e per liberarlo è stato necessario l'intervento dei vigili del fuoco, mentre i sanitari l'hanno poi trasportata in ospedale;0;0;0;0;0;;;
l'incidente è avvenuto poco dopo le 9 di oggi, 16 luglio, nel territorio comunale di calderara di reno, in via persicetana;1;1;0;0;0;;;
È il campione di motociclismo andrea dovizioso il testimonial di ‘guida sicura e consapevole’, la nuova campagna di informazione per sensibilizzare le persone al rispetto delle norme del codice della strada, realizzata dall’osservatorio regionale per l’educazione alla sicurezza stradale;0;0;0;0;0;;;
aveva finito il turno all'ospedale maggiore la pattuglia della polizia penitenziaria e mentre faceva rientro al carcere della dozza si è imbattutta in un incidente stradale tra l'uscita 5 e 6 della tangenziale;1;0;0;0;0;;;
tre le auto coinvolte e un principio di incendio;0;0;1;0;0;;;
gravissimo incidente nella mattinata di oggi sulla in a1 all’altezza di cadeo, in direzione bologna;1;1;1;0;0;;;
sarebbero tre i mezzi coinvolti: due camion, tra i quali una autocisterna di gpl, e un’auto;0;0;0;0;0;;;
dopo l’impatto uno dei tir ha preso fuoco;0;0;1;0;0;;;
il traffico è bloccato in entrambe le direzioni per permettere l'intervento dei soccorsi;0;0;0;0;0;;;
due le vittime;0;0;1;0;0;;;
un ragazzino di 14 anni in bicicletta è stato investito oggi pomeriggio lungo la san vitale;1;1;0;0;1;;;
l'incidente è avvenuto nel territorio di medicina, in località ganzanigo, e da quanto si apprende a travolgere il giovane sarebbe stata un'auto;1;0;0;0;0;;;
due incidenti stradali stanno provocando disagi intorno a bologna;1;0;0;0;0;;;
il traffico è bloccato sul raccordo borgo panigale-tangenziale in direzione: complanare di bologna;1;0;0;0;0;;;
brutto incidente ieri pomeriggio a castenaso, in via bargello, all'altezza della fermata del bus dove una vettura ha investito un uomo di 57 anni mentre era in sella alla sua bicicletta;1;1;1;0;1;;;
immediatamente è stato lanciato l'allarme e sul posto sono giunti tre mezzi della polizia locale, il 118 e l'elisoccorso, oltre a un equipaggio dell'anc e ac;0;0;0;0;0;;;
brutto schianto nella serata di ieri a molinella, nel quale sono rimaste ferite due persone;1;1;1;0;0;;;
ad avere la peggio, una 19enne, trasportato d'urgenza al pronto soccorso dell'ospedale maggiore di bologna;0;0;1;0;0;;;
e' ricoverato in rianimazione in prognosi riservata, ma non in pericolo di vita, il 74enne che ieri nel pomeriggio è stato travolto da una utilitaria all'altezza di piazza di porta maggiore;1;1;1;0;1;;;
l'uomo era in sella alla sua bicicletta quando è avvenuto l'incidente;0;0;0;0;1;;;
il 74enne, che stava attraversando i viali, è stato sbalzato sul parabrezza del mezzo, per poi cadere a terra;0;0;0;0;0;;;
il mezzo a motore, condotto da un quarantenne, secondo i rilievi della polizia locale stava procedendo nella stessa direzione;0;0;0;0;0;;;
sicuramente la pandemia ha influito, limitando gli spostamenti, ma, in tutti i casi, nei primi 9 mesi del 2020, incidenti, feriti e morti sulle strade sono calati, come rivela il report della città metropolitana;0;0;0;0;0;;;
incidente mortale oggi lungo l'autostrada  a14, all'altezza del chilometro 28 - direzione bologna, nei pressi del territorio di ozzano;1;0;1;0;0;;;
nell'incidente, avvenuto intorno le 12:30 nel tratto tra san pietro in casale e san lazzaro di savena, sono rimasti coinvolti due furgoni e lanciato l'allarme sul posto sono intervenuti i sanitari del 118, i vigili del fuoco, la polizia stradale e l'aspi;1;1;0;0;0;;;
incidente mortale a san pietro in casale;1;0;1;0;0;;;
nel tardo pomeriggio di oggi 27 febbraio un anziano di 80 anni, giampaolo parmeggiani, residente del posto, è stato travolto da un'auto in corrispondenza dell'incrocio tra via pescerelli con via iv novembre;1;1;1;0;1;;;
alle ore 10:00 circa sull’autostrada a14 bologna - taranto è stato riaperto il tratto compreso tra pesaro-urbino e cattolica in direzione bologna temporaneamente chiuso a causa di un tamponamento tra due mezzi pesanti ed un furgone all’altezza del km 148;1;1;0;0;0;;;
alle 1830 è ancora chiuso per incidente il tratto verso bologna della a1 milano-napoli tra calenzano e il bivio con la a1 direttissima verso bologna, a seguito del tamponamento tra cinque camion ( enon 4 come appreso precedentemente) e una vettura avvenuto al km 272;1;1;0;0;0;;;
all'interno del tratto il traffico è bloccato e si segnalano 6 km di coda;0;0;0;0;0;;;
e' intervenuto l'elicottero del 118 per trasportare all'ospedale maggiore una donna ferita in un incidente stradale nel territorio di crevalcore;1;0;1;0;0;;;
in aggiornamento;0;0;0;0;0;;;
Incidente a Sasso Marconi: auto rimane in bilico sulla scarpata;1;0;0;0;0;;;
Incidente a San Lazzaro: malore alla guida, perde il controllo dell'auto e finisce in un fosso;1;0;0;0;0;;;
Incidente oggi pomeriggio in via Palazzetti a San Lazzaro di Savena, dove un automobilista è fuoriuscito dalla carreggiata, finendo in un fossato e sbattendo contro un manufatto per lo scolo delle acque;1;1;0;0;0;;;
Incidente in A13: camion esce di strada e si ribalta, due feriti;1;0;1;0;0;;;
E' fuoriuscito dalla careggiata dell'autostrada ribaltandosi poi in un canale il tir che questa mattina all'alba trasportava materiale dedicato all'ortofrutta, lungo l'A13 Bologna - Padova;1;1;0;0;0;;;
Incidente a Lizzano: scontro bici-auto, 19enne grave al Maggiore;1;0;0;0;1;;;
Una giornata impegnativa quella di oggi, 16 maggio, per il Soccorso Alpino e Speleologico della Stazione Corno alle Scale, a causa di un grave incidente che ha coinvolto un giovane;0;1;1;0;0;;;
I Carabinieri del Nucleo Operativo Radiomobile della Compagnia di San Giovanni in Persiceto indagano per risalire agli autori di un furto aggravato e maltrattamento di animali;0;0;0;0;0;;;
"Morto dopo aver investito un cinghiale, Facci (Lega): ""E' a tutti gli effetti un omicidio""";0;0;1;0;0;;;
“Questo drammatico episodio non può essere derubricato a mero episodio di cronaca, o a semplice incidente stradale: la presenza ormai indiscriminata dei cinghiali alle porte della città chiama direttamente in causa le responsabilità politiche-amministrative di chi deve governare la fauna selvatica, e che, evidentemente, dimostra di non esserne capace. Ebbene, Regione Emilia-Romagna è in testa nella lista delle responsabilità”;0;0;0;0;0;;;
Così Michele Facci, ex PDL, ora concigliere regionale della Lega, commentando l'incidente stradale che è costato la vita ad Aniello Carotenuto, il quale ha perso il controllo dell'auto, dopo aver investito un cinghiale, in località Colunga, a San Lazzaro di Savena;1;0;1;0;0;;;
Mortale l'incidente avvenuto ieri sera nel territorio di San Lazzaro di Savena, lungo la complanare nella frazione di Colunga;1;0;1;0;0;;;
"Un uomo di 44 anni, Aniello Carotenuto, residente a Bologna, a bordo di un'auto della vigilanza privata ""La Patria"" viaggiava in direzione Ozzano e si è schiantato contro un grosso cinghiale spuntato improvvisamente sulla strada";0;0;0;0;0;;;
Incidente a Granarolo: si schianta contro con un furgone e fugge;1;0;0;0;0;;;
Ha colpito un furgone parcheggiato a bordo strada in via San Donato a Granarolo, e nonostante il forte impatto si è data alla fuga non preoccupandosi né dei possibili danni arrecati né se qualcuno si fosse ferito;1;0;0;0;0;;;
E' successo ieri , intorno alle 13, e a finire nei guai una donna di 52 anni alla guida di una Hyundai;0;1;0;0;0;;;
Incidente tra Bologna e Zola: scontro scooter-Suv, morto il centauro;0;0;1;1;0;;;
Un uomo di 60 anni, residente a Zola Predosa, è deceduto oggi, 24 febbraio, a seguito di un incidente nel territorio di Bologna, al confine con Zola Predosa, in via Morazzo;1;1;1;0;0;;;
Si tratta del motociclista, in sella a uno scooter, coinvolto in uno scontro con un Suv, poco prima della 12.30;0;1;0;1;0;;;
"Incidente sulla A13: camion esce di strada e ""disperde"" centinaia di stecche di sigarette di contrabbando";1;0;0;0;0;;;
La Polstrada di Altedo – Malalbergo ha effettuato un maxi-sequestro di sigarette dispersi da un mezzo pesante incidentato;0;0;0;0;0;;;
Durante le operazioni di recupero di un autoarticolato di nazionalità macedone, uscito di strada nella mattinata di ieri 17 febbraio, al km 55 della carreggiata sud dell’A13 (nel territorio del Comune di Occhiobello), gli agenti hanno notato nella scarpata i resti del carico trasportato: diversi scatoloni di cartone, avvolti da telai di legno;1;1;0;0;0;;;
Infatti, secondo la bolla di carico, l’autoarticolato avrebbe dovuto trasportare solo legna da ardere;0;0;0;0;0;;;
Incidente a San Matteo della Decima: perde il controllo, l'auto finisce nel fosso;1;0;0;0;0;;;
Da quanto si apprende, solo ferite lievi per le due persone a bordo di un'auto finita in un fosso;0;0;0;0;0;;;
