articolo_id;frase;localizzazione;grave
341;L'incidente, che non ha coinvolto altri veicoli, si è verificato in via XVI Maggio Grave incidente stradale nella serata di ieri, domenica 13 febbraio, a Fontanellato.;1;1
342;L'episodio si è verificato alle ore 17 all'altezza dell'uscita di via Paradigna: la Ford Focus è stata completamente distrutta dalle fiamme Stava guidando la sua auto a Gpl nella zona della tangenziale quando, all'improvviso, probabilmente a causa di un cortocircuito, dal mezzo è iniziato ad uscire fumo: in pochi istantiil veicolo, una Ford Focus, ha preso fuoco ed è stato distrutto completamente dalle fiamme.;1;1
343;L'incidente si è svolto alle ore 22 di ieri venerdì 11 febbraio Paura nella serata di ieri, venerdì 11 febbraio in via Matteotti a Noceto.;1;1
344;Brayan Ricardo Leon Briones, giovane di origini ecuadoregne, è deceduto sul colpo Tragico incidente, nel tardo pomeriggio di oggi, lunedì 7 febbraio, lungo la tangenziale sud di Parma.;1;1
345;"Il mezzo agricolo stava svoltando verso il civico 64 per immettersi nei campi, gli abitanti: ""Tratto molto pericoloso, lo abbiamo già segnalato alle autorità ma nessuno fa niente"" Spettacolare incidente nella mattinata di oggi, mercoledì 2 febbraio, lungo via Spezia, nei pressi di Collecchio.";1;1
346;Il personale del 118 lo ha soccorso alle 3 e mezza Un ciclista è stato trovato a terra, ferito e sotto choc, in via della Parma nel comune di Lesignano dè Bagni, nella notte tra martedì 1 e mercoledì 2 febbraio.;1;1
347;Il conducente di uno dei mezzi pesanti è stato trasportato all'ospedale di Vaio di Fidenza Maxi tamponamento tra alcuni mezzi pesanti nella mattinata di oggi, martedì 1° febbraio, lungo l'autostrada A1 in direzione Nord, all'altezza di Busseto.;1;1
348;L'incidente è avvenuto lungo la provinciale per Ragazzola: la scarsa visibilità potrebbe essere alla base dello scontro Tragicoschianto mortalenella mattinata di oggi, lunedì 31 gennaio, a Diolo di Soragna, lungo la provinciale per Ragazzola.;1;1
349;Gli ultimi episodi relativi a questi subdoli tentativi di raggiro si sono registrati in particolare nei comuni di Soragna e San Pellegrino Parmense.;1;0
350;Lo scontro è stato violento, necessario il trasporto d'urgenza al pronto soccorso del Maggiore Mattinata contrassegnata da incidenti stradali.;1;1
351;L'incidente si è verificato all'alba e non ha coinvolto altri veicoli Un grave incidente stradale si è verificato alle ore 6 di stamattina, mercoledì 19 gennaio, a Roccabianca.;1;1
352;La 56enne di Langhirano è sotto inchiesta dopo la morte di Joseph, Martina e Renat La 56enne di Langhirano, conducente della Ford che si è schiantata contro la Mercedes classe A all'interno della quale stava viaggiando Joseph Venturini, Martina e Renat - morti in seguito all'incidente -è indagata con l'ipotesi di reato di omicidio stradale.;1;1
353;Un secondo incidente ha coinvolto altri due tir: 7 chilometri di coda per curiosi in direzione Bologna Nel primo pomeriggio di oggi, lunedì 17 gennaio, si sono verificati due incidenti stradali lungo l'autostrada A1, nel tratto compreso tra Fiorenzuola d'Arda e Piacenza.;1;1
354;Martina Karakach, 17 anni, morta insieme a Joseph e Renat nell'incidente sulla Massese, frequentava Scienze Umane e da grande voleva fare la psicologa Si è spenta anche lei, dopo poche ore dalla morte del suo amico Joseph.Martina Karakach, 17enne, sarebbe diventata maggiorenne in aprile, è morta nel reparto di Rianimazione del Maggiore, dopo il tragico incidente a Torrechiara, lungo la Massese.Martina abitava a Pilastro con la madre, che lavora in uno studio dentistico.;1;0
355;Tre morti giovanissimi a Torrechiara: dopo Joseph Venturini e Martina Karakach anche il 20enne Renat Tonu è deceduto nella notte nel reparto di Rianimazione del Maggiore Sale a tre il numero delle vittime del tragico incidente stradale lungo la Massese, avvenuto nel tardo pomeriggio di sabato 15 gennaio.;1;1
356;Martina Karakach è deceduta nel reparto di rianimazione dell'ospedale Maggiore Schianto mortale lungo la strada Massese.;1;1
357;La ragazza 17enne di Langhirano e il 20enne di origine moldava sono ancora gravissimi, in terapia intensiva e sotto costante controllo medico Lottano tra la vita e la morte nel reparto di rianimazione dell'ospedale Maggiore di Parma i due giovani -una ragazza di 17 anni di Langhirano e un 20enne originario della Moldavia- a bordo della Mercedes classe A, chesi è schiantata ieri pomeriggio sabato 16 gennaiocontro una Ford nei pressi di Torrechiara, lungo strada Massese, in corrispondenza dell'incrocio per Badia.;1;1
358;Il ricordo del giovane 18enne morto in ospedale dopo il tragico schianto lungo la Massese a Torrechiara Il 18enne Joseph Venturini, morto in seguito altragico schianto lungo la Massesedi ieri, sabato 15 gennaio, eraoriginario di Guastalla e viveva a Martorano con il padre Gianpaolo, un imprenditore nel settore dei trasporti.;1;0
359;I due incidenti in meno di mezz'ora a Parma Due pedoni sono stati investiti, nella serata di ieri sabato 15 gennaio, a Parma in viale Piacenza e in via Fleming.;1;1
360;Joseph Venturini è morto in ospedale due ore dopo l'incidente: la ragazza e il ragazzo che erano in auto con lui sono in condizioni disperate al Maggiore Tragico schianto tra due auto nel tardo pomeriggio di ieri, sabato 15 gennaio, lungo strada Massese, all'altezza di Torrechiara, in corrispondenza dell'incrocio per strada Badia.;1;1
361;Una donna di 30 anni è stata investita in via Roma a Langhirano: è in ospedale nell'area codici rossi Paura nella serata di ieri, mercoledì 5 gennaio, a Basilicanova, all'altezza dell'incrocio.;1;1
362;L’attività di prevenzione e controllo dei Carabinieri ha permesso a tutti di trascorrere un Capodanno in sicurezza, impedendo il verificarsi di sinistri stradali o incidenti legati all’uso improprio di fuochi d’artificio.;1;1
363;L'incidente è avvenuto all'alba di oggi, sabato 1° gennaio 2022 Primo incidente dell'anno in prossimità della località Botteghino.;1;1
364;L'incidente si è verificato poco prima delle ore 18: soccorritori in azione Un grave incidente stradale si è verificato nel tardo pomeriggio di oggi, giovedì 30 dicembre, sul ponte Montanini tra Collecchio e Medesano.;1;1
365;La donna è deceduta in ospedale Non ce l'ha fatta la donna di 63 anni, investita nel tardo pomeriggio di ieri sulle strisce pedonali in viale Duca Alessandro a Parma.;1;1
366;L'incidente si è verificato alle ore 12 del 24 dicembre Un grave incidente stradale si è verificato nella mattinata di oggi, venerdì 24 dicembre, lungo l'autostrada A1, all'altezza del chilometro 94 Sud.;1;1
367;L'incidente si è verificato nella mattinata del 23 dicembre Grave incidente stradale nella mattinata di oggi, giovedì 23 dicembre, aMamiano di Traversetolo.Poco prima delle ore 8, infatti,due auto si sono scontrate frontalmentementre stavano percorrendostrada Argini.Una persona è rimasta ferita in modo abbastanza serio ed è stato trasportata al Pronto Soccorso dell'Ospedale Maggiore di Parma.;1;1
368;Scontro frontale tra due auto a Mamiano: altri due feriti Nella notte tra venerdì 17 e sabato 18 dicembre un'auto è finita fuori strada a Cabriolo, frazione del comune di Fidenza.;1;1
369;Il ricordo della giovane 24enne di San Secondo morta dopo essere uscita di strada con la sua auto a Fontanellato È morta a soli 24 anni nel pomeriggio di venerdì 17 dicembrein località Berrettine a Fontanellato, dopo essere uscita di strada a bordo della sua auto, probabilmente a causa della nebbia.;1;1
370;Auto fuori strada: 24enne muore a Fontanellato Sul posto gli operatori sanitari dell'ambulanza infermieristica di San Secondo, l'automedica di Fidenza, la polizia locale e i carabinieri di Fontanellato, che hanno effettuato i rilievi previsti per legge.;1;1
371;L'incidente si è verificato nelle prime ore della mattinata di oggi Grave incidente stradale nelle prime ore della mattinata di oggi, mercoledì 15 dicembre, a Boschetto di Tizzano Val Parma.;1;1
372;L'incidente è avvenuto all'altezza del ponte dei Carrettieri Grave incidente stradale nel tardo pomeriggio di ieri, lunedì 13 dicembre, a Parma.;1;1
373;L'incidente si è verificato all'alba di sabato 11 dicembre Un grave incidente stradale, dovuto probabilmente alla presenza di ghiaccio sull'asfalto, è avvenuto all'alba di oggi, sabato 11 dicembre, a San Michele Tiorre.;1;1
374;Stretta sui controlli da parte della polizia locale: multa di 6 mila euro per il proprietario di un mezzo irregolare che viaggiava in centro Ha provocato un incidente con una moto mentre viaggiava a bordo del suo monopattino elettrico ma dopo lo schianto è scappato, senza fermarsi a prestare soccorso al ferito.;1;1
375;La ragazza è in prognosi riservata Paura nel pomeriggio di ieri a Felino per un grave incidente stradale che ha coinvolto una ragazza di 17 anni.;1;1
376;Pauroso incidente stradale: la ragazza è ricoverata nel reparto di Rianimazione Gravissimo incidente stradale nel pomeriggio di ieri, domenica 5 dicembre, a San Geminiano in via Resga.;1;1
377;L'incidente è avvenuto all'alba Grave incidente stradale nelle prime ore della mattinata di oggi, venerdì 3 dicembre.;1;1
378;L'incidente è avvenuto nelle prime ore della mattinata Grave incidente stradale nella mattinata di oggi, giovedì 2 dicembre, a Parma tra viale Piacenza e strada delle Fonderie.;1;1
379;L'incidente si è verificato poco dopo le 18.30 Un grave incidente stradale si è verificato nel tardo pomeriggio di oggi, mercoledì 1 dicembre, a Fraore.;1;1
380;In azione la polizia locale che ha sottoposto il conducente all'alcoltest: aveva 2,5 grammi/litro Nel corso del fine settimana appena trascorso un 35enne, di origine moldava, che stava guidando la sua Fiat Punto con un tasso alcolemico di 2,50 grammi/litro, ha tamponanato un'altra utilitaria parcheggiata tra via Torelli, all'altezza dell'intersezione con via Massari.;1;1
382;Il velivolo ultraleggero, condotto da un imprenditore parmigiano, ha avuto un guasto al momento del decollo Un elicottero ultraleggero, condotto da un imprenditore parmigiano, è precipitato nel pomeriggio di oggi, 27 novembre, in via Castellazzo a Madregolo.;1;1
384;Due persone sono stati portate al Maggiore, la terza all'ospedale Di Vaio Un grave incidente stradale si è verificato nel primo pomeriggio di oggi, mercoledì 24 novembre lungo la tangenziale cispadana in località Castelguelfo di Noceto.;1;1
385;L'incidente stradale si è verificato nella serata di ieri Si trova in condizioni gravissime nel reparto di Rianimazione dell'Ospedale Maggiore di Parma la ragazza di 24 anni che ieri sera è stata investita da un'auto mentre si trovava a bordo della sua bicicletta in viale Partigiani d'Italia a Parma, nei pressi di uno degli ingressi dello stadio Tardini.;1;1
386;La Procura della Repubblica ha iscritto due persone nel registro degli indagati Due persone, l'autista del pulmino che stava portando a casa dopo la scuola i due ragazzi 18enne disabili - morti a causa dell'incidente - e il macchinista del treno che ha urtato il pulmino, sono stati iscritti nel registro degli indagati nell'ambito dell'inchiesta, aperta dalla Procura della Repubblica di Parma, relativa al drammatico incidente mortale avvenuto nel primo pomeriggio di giovedì 18 novembre.;1;1
387;Il ragazzo di Noceto non ce l'ha fatta: è deceduto dopo il ricovero in ospedale È deceduto dopo il ricovero nel reparto di Rianimazione dell'Ospedale Maggiore di Parma il 18enne di Noceto, ferito in modo gravissimo dopo l'incidente nel primo pomeriggio di oggi, giovedì 18 novembre a Pontetaro.;1;1
388;Il giovane studente disabile era a bordo del pulmino che ha invaso i binari ed ha urtato un treno: aveva frequentato le lezioni all'Istituto Solari di Fidenza E' morto a soli 18 anni mentre stava tornando a casa da scuola, dopo aver frequentato le lezioni - come ogni giorno - all'Istituto Solari di Fidenza.;1;1
393;L'incidente si è verificato in mattinata: rallentamenti al traffico Nella mattinata di oggi, giovedì 18 novembre, verso le ore 8 lungo la tangenziale Sud di Parma, si è verificato un tamponamento tra due auto che ha provocato due feriti - fortunatamente nessuno dei due è in pericolo di vita - ed alcuni rallentamenti lungo il tratto interessato.;1;1
394;L'incidente si è verificato in mattinata lungo strada Parma Rotta Erano da poco passate le ore 8 di oggi, mercoledì 17 novembre quando, per cause in corso di accertamento, due auto si sono scontrate, per cause in corso di accertamento, mentre stavano percorrendo via Parma Rotta in località Roncopascolo, nel comune di Parma.;1;1
395;L'incidente si è verificato nella notte nei pressi di Berceto Ungrave incidente stradalesi è verificato nella notte tra sabato 13 e domenica 14 novembrelungo l'autostrada A15, all'altezza di Berceto.Per cause in corso di accertamento un'auto con a bordo quattro persone si è schiantata contro il guardrail.Le conseguenze sono state molto gravi: quattro feriti tra cui uno gravissimo, che è statotrasportato d'urgenza nel reparto di Rianimazione dell'Ospedale Maggiore di Parma.;1;1
396;L'incidente è avvenuto nella notte: un ragazzo ha riportato numerosi traumi ed è stato trasportato al Maggiore nel reparto codici rossi Grave incidente stradale nella notte tra venerdì 12 e sabato 13 novembre nella zona di Busseto.;1;1
397;L'incidente è avvenuto nel tardo pomeriggio di ieri, con scarsa viabilità dovuta alle piogge E' stato travolto da un'auto, guidata da una 54enne parmigiana, ed ora si trova ricoverato in gravi condizioni di salute al Pronto Soccorso dell'Ospedale Maggiore di Parma.;1;1
398;L'incidente stradale si è verificato nella mattinata di oggi, lunedì 1 novembre Un grave incidente stradale si è verificato nella mattinata di oggi, lunedì 1 novembre lungo via Mantova, poco prima di Sorbolo.;1;1
399;L'incidente si è verificato in mattinata in strada Argini Un grave incidente stradale si è verificato nella mattinata di oggi, domenica 31 ottobre, in strada Argini a Basilicanova.;1;1
400;L'incidente è avvenuto in mattinata in via Edoardo Porro: trasportata all'ospedale di Vaio di Fidenza e poi trasferita a Parma Grave incidente nelle prime ore della mattinata di oggi, giovedì 21 ottobre a Salsomaggiore Terme.;1;1
401;Il conducente è riuscito a fermare il veicolo a Gpl nella piazzola di sosta e a scendere Tragedia sfiorata nella notte lungo l'autostrada A1.;1;1
402;L'auto è sbandata per una distrazione del conducente Grave incidente stradale nella notte tra venerdì 15 e sabato 16 ottobre lungo l'autostrada A1.;1;0
403;L'incidente è avvenuto all'altezza di Busseto: genitori e figlia portati all'Ospedale di Vaio Grave incidente stradale nella notte lungo l'autostrada A1.;1;1
404;Il traffico è bloccato in entrambe le direzioni Un grave incidente stradale si è verificato nella mattinata di oggi, venerdì 15 ottobre, lungo la strada Massese.;1;1
405;L'incidente è avvenuto al chilometro 94 Nord alle 19.30 Grave incidente stradale in A1 nel tardo pomeriggio di oggi, lunedì 11 ottobre.;1;1
406;Un'auto è finita nel canale ed è stato necessario l'intervento dei vigili del fuoco Nella mattinata di oggi, lunedì 11 ottobre, si sono verificati tre tamponamenti in città: in via Mantova, in viale Milazzo e in via La Spezia.;1;0
407;L'incidente è avvenuto nel primo pomeriggio: sul posto sanitari e vigili del fuoco Grave incidente stradale nel primo pomeriggio di oggi, mercoledì 6 ottobre, lungo l'autostrada A1, all'altezza del chilometro 113 Sud, poco prima dell'entrata all'area di servizio, nei pressi del casello di Parma.;1;1
408;L'incidente è avvenuto nella notte Un grave incidente stradale si è verificato nella notte tra martedì 5 e mercoledì 6 ottobre a Parma, in viale Partigiani d'Italia, in corrispondenza di strada Martiri della Liberazione.;1;1
409;La polizia locale ha transennato la zona per questioni di sicurezza: il mezzo colpito era a metano Ha avuto probabilmente un malore mentre si trovava alla guida della sua auto in viale Rustici e il mezzo si è schiantato contro un'auto parcheggiata.;1;1
410;L'incidente è avvenuto tra Parma e Reggio Emilia: strada chiusa e casa pericolante Gravissimo incidente nel primo pomeriggio di oggi, martedì 5 ottobre.;1;1
411;L'incidente è avvenuto all'incrocio Mulino Figna Un incidente spettacolare che, per fortuna, non ha provocato feriti gravi.;1;1
412;L'incidente è avvenuto in località Il Moro Paura nella serata di ieri, lunedì 4 ottobre, per un grave incidente stradale che si è verificato lungo via Emilio Lepido a Parma, nei pressi della località Il Moro.;1;1
413;L'incidente è avvenuto in corrispondenza con via Enza: ferito trasportato d'urgenza Maggiore È stato trasportato d'urgenza all'Ospedale Maggiore di Parma e subito trasferito in Rianimazione il conducente dell'auto che, nel pomeriggio di giovedì 30 settembre si è schiantata contro il marciapiede tra via Langhirano e via Enza.;1;1
414;I materiali sul manto stradale hanno provocato rallentamenti nei pressi del bivio per l'A15 Nella mattinata di oggi, martedì 28 settembre, un camion - che stava percorrendo l'autostrada A1 tra il casello di Parma e quello di Fidenza, ha perso il carico.;1;0
415;L'incidente è avvenuto stamattina in autostrada tra Fidenza e Alseno: la donna ha riportato traumi in varie parti del corpo Un grave incidente stradale si è verificato nella mattinata di oggi, domenica 26 settembre, lungo l'autostrada A1 in direzione Nord, all'altezza del chilometro 83 Nord, tra Fidenza e Alseno.;1;1
416;Il conducente ha perso il controllo del mezzo alle 2.30 Grave incidente stradale nella notte tra sabato 25 e domenica 26 settembre lungo l'autostrada A1, nella corsia Nord, all'altezza del casello di Parma.;1;1
417;L'incidente è avvenuto prima delle 8 di stamattina Grave incidente stradale nella mattinata di oggi, sabato 24 settembre, in viale Mentana a Parma.;1;1
418;L'incidente nel pomeriggio: sul posto anche l'elisoccorso e i vigili del fuoco Grave incidente stradale nel pomeriggio di oggi, martedì 22 settembre a Castelguelfo.;1;1
419;L'episodio è avvenuto verso l'una di notte lungo via Spezia E' caduto, nella notte tra venerdì 17 e sabato 18 settembre da un cancello alto due metri in località Baccanelli, si è ferito ed è stato poi trasportato al Pronto Soccorso dell'Ospedale Maggiore di Parma.;1;1
420;I carabinieri lo hanno identificato: patente ritirata e auto sequestrata Ha investito un ciclista con la sua auto ed è scappato senza prestare soccorso.;1;1
421;L'incidente è avvenuto nella notte tra martedì 14 e mercoledì 15 settembre Un gravissimo incidente stradale si è verificato nella notte tra martedì 14 e mercoledì 15 settembre a Torrechiara.;1;1
422;Lunedì pomeriggio era a bordo di un furgone di segnalazione dei cantieri autostradali in A1 a Parma in corsia di emergenza: un camion lo ha travolto in pieno Tragico incidente sul lavoro in A1, nei pressi di Parma.;1;1
423;L'incidente è avvenuto alle 4.30 di stanotte lungo la provinciale per Torrile Grave incidente stradale nella notte tra domenica 12 e lunedì 13 settembre a Colorno, lungo la strada provinciale per Torrile.;1;1
424;Il motociclista ha riportato una frattura scomposta Nella tarda mattinata di domenica 12 settembre il Soccorso Alpino è stato attivato, insieme ai Vigili del Fuoco, EliPavullo e Croce Rossa di Salsomaggiore per soccorrere un motociclista enduro infortunatosi nella località di Banzola, nel comune di Salsomaggiore terme.;1;1
425;L'incidente è avvenuto in località la Fratta Grave incidente stradale nella serata di ieri, sabato 11 settembre.;1;1
426;L'incidente è avvenuto all'1.30 e non ha coinvolto altri veicoli Un grave incidente stradale si è verificato nella nottata tra martedì 7 e mercoledì 8 settembre a Boschetto di Tizzano.;1;1
427;Un tamponamento tra tre mezzi pesanti ha creato rallentamenti e code tra Parma e Reggio Emilia Ancora una mattinata di caos in A1 in seguito ad un tamponamento tra tre mezzi pesanti, avvenuto tra Terre di Canossa e il bivio con l'A22 del Brennero.;1;1
428;Una donna è precipitata con l'auto nel greto del torrente tra Salso e Alseno, al confine tra le province di Parma e Piacenza.;1;1
429;In agosto c'è stata una vera e propria escalation di incidenti gravissimi nella nostra provincia: oltre ai tre 20enni di Fidenza morti anche due motociclisti E' stata una vera e propriaescalationquella degliincidenti stradali mortali, che si sono verificati a Parma e provincia tra i mesi di luglio ed agosto del 2021.;1;1
430;L'incidente è avvenuto alle 2: sul posto ambulanze e vigili del fuoco Grave incidente stradale nella notte tra mercoledì 1 e giovedì 2 settembre.;1;1
431;L'incidente è avvenuto in mattinata Grave incidente stradale nella mattinata di oggi, martedì 31 agosto, in via Oberdan a Parma.;1;1
432;L'incidente si è verificato all'altezza di Fontanellato al chilometro 94 Sud: l'auto con a bordo la famiglia si è ribaltata Grave incidente stradale poco dopo le ore 9 di stamattina, lunedì 30 agosto, lungo l'autostrada A1 all'altezza del chilometro 94 Sud.;1;1
433;Controlli dei carabinieri di Noceto: un 40enne italiano, coinvolto in un incidente, è stato trovato positivo alla cocaina e all'alcol Tre conducenti sono stati denunciati dai carabinieri di Noceto - in seguito a due incidenti stradali, che si sono verificati nei giorni scorsi - per guida sotto effetto di stupefacenti e in stato di ebrezza.;1;1
434;L'incidente si è verificato in mattinata, soccorritori in azione lungo la via Emilia: il motociclista è stato trasportato al Pronto Soccorso Sono gravi le condizioni di un motociciclista che, per cause in corso di accertamento, si è schiantato con il suo scooter contro un furgone ed è stato disarcionato dalla sua moto nella mattinata di oggi, venerdì 27 agosto, poco dopo le ore 8.30.;1;1
435;L'uomo è stato soccorso in strada Finale: ha riportato un forte trauma cranico Paura nella tarda mattinata di oggi, giovedì 26 agosto, in strada Finale a Traversetolo.;1;1
436;In ospedale un 37enne e una 30enne di San Secondo Sono caduti sull'asfalto e le loro condizioni di salute, in un primo momento, sembravano particolarmente gravi ma un 37enne e una 30enne di San Secondo, che si trovavano a bordo di una moto, hanno riportato ferite di media gravità.;1;1
437;L'incidente è avvenuto in via Repubblica ad Albareto Un grave incidente stradale si è verificato nella serata di ieri, domenica 22 agosto, in via Repubblica ad Albareto.;1;1
438;Il 19enne Mbake Ahmet Thioune non c'è l'ha fatta: è deceduto in ospedale Il terzo giovane che si trovava all'interno dell'auto che si è schiantata contro un pilastro a Parola non ce l'ha fatta.;1;1
439;L'uomo avrebbe dovuto sposarsi tra una settimana: paese straziato dal dolore La morte diLuca Morabito,il 37enne residente a Montechiarugolo e deceduto sul colpo dopo il terribile schianto della sua moto contro una Jeep a San Geminiano- avvenuto nella mattinata di ieri 20 agosto - ha gettato nello sconforto la famiglia e i cittadini di Montechiarugolo.;1;1
440;Gravissimo incidente stamattina in via Resga, nel comune di Montechiarugolo: per Luca Morabito non c'è stato niente da fare Altro sangue sulle strade della provincia di Parma.;1;1
441;Omar Beji giocava nella Pontenurese ed era stato il capitano della Berretti del Piacenza Avevano entrambi frequentato la scuola media Zani di Fidenza i due giovani 20enni che, all'alba di ieri lunedì 16 agosto, hanno perso la vita nel terribile incidente stradale che si è verificato a Parola di Fidenza.;1;1
442;L'incidente è avvenuto stamattina in via Emilia: Omar Beji e Bilal Ourimchi sono deceduti sul colpo, gli altri due amici sono in ospedale È di due morti e due feriti molto graviil bilancio del terribile incidente stradale che si è verificato alle 6 della mattinata di oggi, lunedì 16 agosto a Parola di Fidenza, lungo la via Emilia.;1;1
443;L'incindente si è verificato in mattinata Un grave incidente stradale si è verificato nella mattinata di oggi, domenica 15 agosto a Scipione Passeri, frazione del comune di Salsomaggiore.;1;1
444;L'incidente si è verificato nella serata di ieri: il ferito è stato ricoverato in Rianimazione Momenti di paura nella serata di ieri, venerdì 13 agosto.;1;1
445;L'incidente è avvenuto lungo la strada provinciale Colle Cento Croci L'impatto è stato molto violento e le due persone che si trovavano a bordo della motocicletta sono rimaste gravemente ferite.;1;1
446;L'incidente è avvenuto nei pressi del casello di Parma Sono rimaste incastrate nell'abitacolo le due persone che, nella notte tra sabato 7 e domenica 8 agosto, si trovavano a bordo di un'auto che è uscita di strada mentre stava percorrendo l'autostrada A1.;1;1
447;L'incidente è avvenuto tra Berceto e Terenzo Un tragico schianto mentre percorreva la statale della Cisa non ha lasciato scampo ad unmotociclista di 34 anni, deceduto sul colponel pomeriggio di oggi, sabato 7 agosto.;1;1
448;L'incidente è avvenuto tra via Puccini e viale Partigiani d'Italia: il piccolo era in bicicletta Un bimbo di soli cinque anni si trova ricoverato in gravi condizioni di salute all'Ospedale Maggiore di Parma in seguito ad un incidente stradale che si è verificato nel pomeriggio di venerdì 6 agosto.;1;1
449;L'incidente è avvenuto a Eia Un lavoratore delle Poste, mentre stava svolgendo il servizio di consegna, è rimasto coinvolto in un incidente stradale ed ora si trova ricoverato in ospedale con ferite di media gravità.;1;1
451;L'incidente è avvenuto in mattinata: il ferito è stato trasportato nel reparto di Rianimazione Grave incidente stradale nelle prime ore della mattinata di oggi, domenica 1° agosto.;1;1
452;"Il sistema più utilizzato per carpire la fiducia della vittima è quello di farsi passare per: avvocato, che richiede una somma di denaro, da consegnare ad un complice, per aiutare un parente a evitare il fermo da parte delle forze dell’ordine; dipendente della società elettrica, del gas o idrica, che con la scusa di controllare la rete si introduce in casa e dopo aver richiesto di mettere al sicuro denaro e monili in un momento di distrazione preleva il tutto e fugge o apparenti alle forze dell’ordine che indossando finte pettorine con la scusa di essere alla ricerca di un criminale entrano in casa e si impossessano di quanto riescono a trovare.";1;1
453;L'incidente si è verificato nella tarda serata di ieri Grave incidente stradale nella tarda serata di ieri, mercoledì 28 luglio in via Calestano a Felino.;1;1
454;L'incidente è avvenuto nelle prime ore della mattina lungo l'Asolana: ferito in Rianimazione Stava percorrendo l'Asolana, nei pressi di San Polo Torrile quando all'improvviso ha perso il controllo del mezzo sul quale viaggiava - per cause in corso di accertamento - ed si è schiantato contro un albero.;1;1
455;L'incidente è avvenuto dopo la mezzanotte in via Tasso a Fidenza: la conducente è stata trasportata all'Ospedale di Vaio Stava tornando dal lavoro quando, all'improvviso - all'altezza dell'incrocio tra via Tasso e via Dante a Fidenza - la sua auto, una Opel Corsa, si è ribaltata, dopo aver urtato un'auto parcheggiata, una Fiat 600 - in corrispondenza di una rotonda.;1;1
456;L'incidente è avvenuto alle ore 3 in A1 tra Fidenza e Parma Si è ribaltato mentre percorreva l'autostrada A1, tra i caselli di Fidenza e di Parma, ed ora si trova ricoverato nell'area rossi del Pronto Soccorso dell'Ospedale Maggiore di Parma.;1;1
457;L'incidente si è verificato stamattina in corrispondenza dell'uscita di via Langhirano: sul posto ambulanze e vigili del fuoco Grave incidente stradale poco prima delle ore 8.30 della mattinata di oggi, giovedì 22 luglio, lungo la tangenziale Sud.;1;1
458;L'incidente è avvenuto stamattina in strada Badia Un grave incidente stradale si è verificato nella mattinata di oggi, mercoledì 21 luglio in strada Badia dei frati a Torrechiara.;1;1
459;Stamattina un automobilista lo ha visto ed ha chiamato i soccorsi: potrebbe essere caduto anche per un malore Paura nelle prime ore di stamattina, martedì 20 luglio in località Filagni di Riccò, nel comune di Fornovo Taro.;1;1
460;L'incidente è avvenuto lungo la provinciale per Bardi: sul posto le ambulanze e l'elisoccorso Gravissimo incidente nel pomeriggio di oggi, sabato 17 luglio, a Salsomaggiore Terme lungo la strada provinciale per Bardi.;1;1
461;Ferito anche un 51enne, che si trovava alla guida del mezzo a due ruote E' rimasto coinvolto anche un bambino di 9 anni nell'incidente che si è verificato nella mattinata di oggi, martedì 13 luglio, all'altezza di barriera Repubblica a Parma.;1;1
462;L'incidente si è verificato in tarda mattinata Grave incidente stradale nella tarda mattinata di oggi, lunedì 12 luglio.;1;1
463;L'incidente è avvenuto tra Parola e Sanguinaro Si è schiantato contro un camionmentre stava viaggiando a bordo della sua moto in via Emilia, tra Parola e Sanguinaro.;1;1
464;Il furgone stava effettuando alcuni sorpassi su via Langhirano e si è scontrato con la Fiat Panda, guidata dal giovane Grave incidente stradale nel pomeriggio di ieri, domenica 4 luglio, a Fontanini, lungo strada Langhirano.;1;1
465;L'incidente si è verificato in strada Vallazza a Parma Un incidente anomalo e tanta paura per unadonna in roller che è stata investita da un furgonenel corso della giornata di ieri.;1;1
466;L'incidente è avvenuto nel primo pomeriggio all'altezza di Fontanellato: sul posto l'ambulanza infermieristica di Fidenza e la polizia stradale Ungrave incidente stradalesi è verificato nel primo pomeriggio di oggi, mercoledì 30 giugno, lungol'autostrada A1nei pressi di Fontanellato.;1;1
467;Paura sulle strade: il primo incidente ieri sera in via Europa, l'ultimo stamattina a Roccabianca È di tre feriti molto gravi il bilancio di tre incidenti stradali che si sono verificati a Parma e provincia nelle ultime ore, tra ieri sera e stamattina, sabato 26 giugno.;1;1
468;Tra furti sventati e sequestri, è stato un weekend all'insegna del lavoro per i carabinieri Il Comando Provinciale Carabinieri di Parma, durante lo scorso week-end e nell’intera giornata di ieri, ha predisposto e coordinato un servizio straordinario di controllo del territorio, che ha visto impegnate nel capoluogo e nei restanti 43 comuni della provincia, numerose pattuglie in servizio perlustrativo, con il supporto dall’alto di un elicottero del 13° Nucleo Elicotteri dell’Arma, partito in volo dalla propria base di Forlì.;1;1
469;L'incidente è avvenuto alle ore 22 del 18 giugno Un'auto ha investito - nella serata di ieri venerdì 18 giugno - un giovane che si trovava a bordo del suo monopattino.;1;1
470;Sul posto ambulanza e automedica della Croce Azzurra e i Vigili del Fuoco Nella mattinata di oggi, mercoledì 16 giugno, si è verificato un incidente stradale nella zona di Traversetolo.;1;1
471;L'incidente è avvenuto alle 7 del 16 giugno Grave incidente stradale nelle prime ore della mattinata di oggi, mercoledì 16 giugno a Parola di Fontanellato.;1;1
