articolo_id;articolo;localizzazione;tempo;grave;moto;utenti_deboli
410;I genitori di Shane, Resat e Rejana, una bambina che peraltro era unapromessa del calcio femminile, (nonché nonni di Mattias), il fratello Danilo e inonni Kafaze, Gezim e Shyqyranesi aspettano una condanna esemplare, sperano che ilPubblico Ministero della Procura di Reggio Emiliatitolare del fascicolo per il reato diomicidio stradale plurimoe contutte le aggravanti del caso,Marco Marano, faccia piena luce su tutti i fatti e gli elementi di questa strage e hanno quindi accolto con estremo favore la notizia che avrebbe affidato ad un peritouna consulenza tecnica cinematicasul sinistro per chiarirne esattamente ladinamica, le cause e tutte quante le responsabilità del conducente.;1;0;0;0;0
411;Anche per questo tutti i familiari delle vittime, attraverso l’Area ManagerPuglia Sabino De Benedictis, per essere assistiti si sono affidati aStudio3A-Valore S.p.A., società specializzata a livello nazionale nella valutazione delle responsabilità civili e penali in ogni tipologia di sinistro e nella tutela dei diritti dei cittadini, con la collaborazione degli avvocatiNicola Termanini, del foro di Modena, eFabio Ferrara, del Foro di Bari.Studio3A, che si avvale anche del supporto dellamediatrice culturale Valbona Tola, ha già a sua volta incaricato l’ingegnere cinematicoMattia Strangidi realizzare per conto dei propri assistiti unaperizia tecnicaper la ricostruzione dell’incidente.;1;0;0;0;0
412;Sul posto il 118 e gli agenti della polizia locale Scontro tra auto in via Emilio Lepido: tre macchine si sono scontrate per cause in corso di accertamento.;1;0;0;0;0
413;Due le persone ferite.;0;0;0;0;0
414;Stando alle prime sommarie informazioni, uno dei mezzi coinvolti si sarebbe allontanato dal luogo dell'impatto.;0;0;0;0;0
415;Sul posto i sanitari del 118 e gli agenti della polizia locale per i rilievi e le indagini del caso.;1;0;0;0;0
416;L'incidente è avvenuto verso le ore 9.30 in località Cabriolo: sul posto l'ambulanza di Fidenza e i vigili del fuoco Grave incidente stradale nella mattinata di oggi, mercoledì 16 novembre, verso le ore 9.30.;1;1;0;1;1
417;A Fidenza, in località Cabriolo, un'auto - guidata da una donna di 66 anni - è finita fuori strada, finendo la corsa nell'area adiacente al canale.;1;1;1;0;1
418;Secondo le prime informazioni la conducente avrebbe avuto un malore ed avrebbe quindi perso il controllo del mezzo.;0;0;0;1;0
419;L'allarme è scattato da subito e sul posto sono arrivati i soccorritori del 118 - l'ambulanza infermieristica di Fidenza - i vigili del fuoco e la polizia locale.;1;1;1;0;0
420;La donna è stata soccorsa e trasportata d'urgenza al pronto soccorso dell'Ospedale di Vaio di Fidenza.;1;0;1;0;0
421;Avrebbe riportato ferite gravi in varie parti del corpo ma non sarebbe in pericolo di vita.;0;0;1;1;0
422;L'incidente è avvenuto alle ore 6 all'incrocio con via Pasubio Uno scontro tra auto e monopattino, avvenuto poco dopo le ore 6 di mercoledì 16 novembre, ha provocato il ferimento della persona che si trovava a bordo del mezzo a due ruote.;1;1;1;1;0
423;L'incidente che ha coinvolto i due mezzi, si è verificato in via Venezia all'incrocio con via Pasubio.;1;1;0;1;0
424;Lo schianto è avvenuto per cause in corso di accertamento.;0;0;0;0;0
425;Sul posto sono arrivati gli operatori sanitari del 118 che hanno prestato le prime cure al ferito, per poi trasportarlo al pronto soccorso dell'Ospedale Maggiore.;1;0;1;0;0
426;Secondo i medici avrebbe riportato ferite serie ma non sarebbe in pericolo di vita.;0;0;1;0;0
427;L'incidente è avvenuto dopo l'una di stanotte: sul posto i sanitari del 118 e i vigili del fuoco Grave incidente stradale nella notte tra martedì 15 e mercoledì 16 novembre lungo strada Fondovalle nel terriitorio del comune di Valmozzola.;1;1;1;0;0
428;Era da poco passata l'una quando, per cause in corso di accertamento, un'auto è finita fuori strada.;0;0;0;0;0
429;In conseguenza dell'impatto il conducente è rimasto gravemente ferito.;0;0;1;0;0
430;Sul posto sono arrivati i soccorritori del 118 che hanno prestato le prime cure al ferito, per poi trasportarlo d'urgenza al pronto soccorso dell'Ospedale Maggiore di Parma.;1;0;1;0;0
431;Secondo le prime informazioni le sue condizioni di salute sarebbero serie ma non si troverebbe in pericolo di vita.;0;0;1;0;0
432;L'incidente non avrebbe coinvolto altri veicoli.;0;0;0;0;0
433;A Parma, in via Mantova, una persona su un monopattino è caduta finendo in ospedale Tragedia sfiorata in serata, intorno alle 19,30, in strada Torrione, a Neviano degli Arduini.;1;1;1;1;1
434;Per cause in corso di acccertamento un'auto con a bordo una famiglia formata da tre persone, è uscita di strada finendo al di là del ponte.;1;0;0;0;0
435;Due persone hanno riportato ferite lievi e un'altra traumi di media gravità.;0;0;0;0;0
436;E' intervenuta l'ambulanza del 118 che ha trasportato i pazienti al pronto soccorso per le cure.;0;0;0;0;0
437;A Parma, invece, in via Mantova una persona a bordo di un monopattino ha perso il controllo del mezzo procurandosi ferite di media gravità.;1;0;0;1;0
438;Rallentamenti tra le uscite di via Traversetolo e di via Montanara Tamponamento a catena tra più veicoli nella mattinata di oggi, martedì 15 novembre, verso le ore 8 lungo la tangenziale Sud in direzione Piacenza.;1;0;0;1;0
439;Per cause in corso di accertamento alcune auto sono state coinvolte nello scontro, che non avrebbe provocato feriti gravi.;0;0;0;0;0
440;Sul posto il personale sanitario del 118 e la polizia stradale.;0;0;0;0;0
441;L'ambulanza ha soccorso alcuni feriti lievi mentre gli agenti hanno effettuato i rilievi previsti per legge e gestito il traffico in zona.;1;0;0;0;0
442;In conseguenza dell'incidente si sono formati circa tre chilometri di coda tra le uscite di via Traversetolo e di via Montanara in direzione Fidenza.;1;0;0;0;0
443;Il 24enne era stato assunto da poco da un'azienda di Parma e viveva nella nostra città, lascia una sorella e i genitori Gianpaolo Damato èmortoall'ospedale di Parma dopo essere stato coinvolto in un gravissimoincidentestradale lungo l'autostrada A1 nelle prime ore della mattinata di domenica 13 novembre.;1;0;1;1;1
444;Gianpaolo, originario di Foggia, a marzo avrebbe concluso il suo percorso di studi dopo aver conseguito, nel 2020, una laurea triennale in Economia aziendale.;0;0;0;0;0
445;Era stato assunto da poco in un'azienda di Parma e viveva nella nostra città.;0;0;0;0;0
446;Trasferito d'urgenza all'ospedale Maggiore di Parma e ricoverato in Rianimazione, i medici hanno decretato lo stato di morte cerebrale, quindi il suo decesso, e staccato la spina al macchinario al quale era stato attaccato.;0;0;1;0;0
447;Prima però i genitori avevano consentito l'espianto degli organi.;0;0;0;0;0
448;Gianpaolo era il più piccolo dei due figli.;0;0;0;0;0
449;Lascia una sorella e i genitori.;0;0;0;0;0
450;Non ce l'ha fatta Gianpaolo Damato, il giovane coinvolto nell'incidente di domenica mattina in A1 all'altezza di Parma Non ce l'ha fatta Gianpaolo Damato, il giovane di 24 anni coinvolto nell'incidentelungo l'autostrada A1 nei pressi del casello di Parma in località Beneceto e poi ricoverato in condizioni critiche nel reparto di Rianimazione dell'Ospedale Maggiore di Parma.;1;1;1;1;1
451;Il ragazzo, originario di Foggia e trasferitori da poco nella nostra città per motivi di lavoro, è deceduto.;0;0;0;0;0
452;Le condizioni di Gianpaolo erano apparse da subito disperate: in pochi istanti i soccorritori lo avevano trasportato d'urgenza in ospedale a Parma in terapia intensiva.;1;0;1;0;0
453;Il 24enne è poi deceduto nelle ore successive al trasferimento.;0;0;0;0;0
454;Secondo le prime informazioni le due auto si sarebbero scontrate violentemente, per cause in corso di accertamento: sei giovani sono rimasti feriti, tra cui quattro con traumi.;1;0;1;0;0
455;Gianpaolo Damato, figlio del professor Antonio Damato che insegna all'Ite Blaise Pascal di Foggia, si era trasferito da poco a Parma per lavoro.;0;0;0;0;0
456;L'incidente si è verificato alle 5 di mattina, tutti i ragazzi sono residenti a Parma: uno di loro lotta per la vita Grave incidente stradale nella notte lungo l'autostrada A1 in direzione Milano, vicino al casello di Parma all'altezza del chilometro 116 Nord in località Beneceto.;1;1;1;0;0
457;Due auto si sono scontrate violentemente per cause in corso di accertamento.;0;0;0;0;0
458;In conseguenza dell'impatto sei giovani sono rimasti gravemente feriti.;0;0;1;0;0
459;Sul posto sono arrivati i soccorritori del 118 con le ambulanze e le automediche, oltre ai vigili del fuoco.;1;0;0;0;0
460;Gli operatori del 115 hanno lavorato per estrarre due feriti dell'abitacolo delle auto, completamente distrutte in seguito all'incidente.;1;0;1;0;1
461;Secondo le prime informazioni quattro feriti sono gravi, uno dei quali - un 24enne - è ricoverato in condizioni critiche nel reparto di Rianimazione dell'Ospedale Maggiore di Parma.;1;0;1;0;1
462;Gli altri feriti gravi sono due ragazzi di 23 anni e una donna di 31 anni.;0;0;1;0;1
463;Un 26enne e una 24enne hanno riportato ferite di media gravità.;0;0;0;0;0
464;L'incidente si è verificato dopo le ore 23 del 12 novembre: la vittima è Amine Abdouh Gravissimo incidente stradale lungo la via Emilia poco dopo Fidenza, all'altezza di Parola di Fontanellato.;1;1;0;1;1
465;Per cause in corso di accertamento un'auto si è schiantata contro un albero poco dopo le ore 23 di sabato 12 novembre poco dopo Fidenza in direzione Parma.;1;1;0;0;0
466;L'impatto del veicolo contro l'albero è stato violentissimo e per il conducente, un giovane di 26 anni, Amine Abdouh - nato a Fidenza e residente a Noceto - non c'è stato nulla da fare.;1;1;1;1;1
467;È morto sul colpo per le ferite riportate.;0;0;1;0;0
468;Sul posto l'ambulanza infermieristica di Fidenza e l'automedica della Croce Rossa di Fidenza.;1;0;0;0;0
469;Il ragazzo sarebbe stato sbalzato fuori dell'abitacolo e i sanitari lo avrebbero trovato disteso a terra fuori dall'auto.;1;0;1;1;1
470;Avrebbero provato a rianimarlo ma senza successo.;0;0;1;0;0
471;Sul posto anche I vigili del fuoco e la polizia stradale che ha effettuato i rilievi previsti per legge.;1;0;0;0;1
472;Gli operatori del 115 hanno lavorato per mettere in sicurezza l'area.;0;0;0;0;0
473;L'incidente è avvenuto all'altezza dell'autovelox, poco dopo l'ex Havana Club in direzione Parma.;1;1;0;0;0
474;La via Emilia è rimasta bloccata in entrambi i sensi di marcia per alcune ore dopo lo schianto.;1;1;0;0;0
475;Saranno gli agenti della stradale a ricostruire la dinamica esatta dell'incidente.;0;0;0;0;0
476;Due giovani di 22 e 24 anni hanno danneggiato un distributore automatico per 'gioco' I Reparti che dipendono dalla Compagnia Carabinieri di Fidenza negli ultimi giorni hanno intensificato i servizi finalizzati al controllo del territorio.;0;0;0;0;0
477;Con il ritorno all’ora “solare” è tornata la necessità di intensificare i controlli agli obiettivi sensibili solitamente presi di mira da malviventi spregiudicati, dediti a reati contro il patrimonio e quelli legati alla sfera dello spaccio e del consumo di stupefacenti.;0;0;0;0;0
478;Numerose pattuglie, distribuite sul territorio nell’arco delle 24 ore, hanno vigilato i quartieri densamente popolati, i parchi cittadini, gli scali ferroviari, i centri commerciali, i caselli autostradali e le principali arterie stradali.;1;0;0;0;0
479;Sono stati avviati controlli congiunti anche con le pattuglie della Polizia Locale che, in stretta “sinergia” con l’Arma dei Carabinieri, hanno consentito di monitorare il territorio in modo efficace usufruendo, all’occorrenza, di unrinforzo immediato.;1;0;0;0;0
480;Pochi giorni fa, i servizi congiunti hanno permesso di individuare delle persone di nazionalità straniera “irregolari” che pernottavano abusivamente all’interno di un garage nel centro cittadino.;0;0;0;0;0
481;Sul conto di predetti sono state avviate le procedure per l’espulsione del territorio nazionale.;0;0;0;0;0
482;I numerosi posti di controllo istituiti dai militari del Nucleo Radiomobile, spesso rinforzati dalle pattuglie delle Stazioni Carabinieri limitrofe, hanno costituito un’ottima attività di prevenzione nell’ambito della sicurezza stradale.;1;0;0;0;0
483;Sono stati effettuati circa 30 controlli con il precursore per verificare la guida in stato di ebbrezza, tutti hanno dato esito negativo.;0;0;0;0;0
484;Sono state elevate n.;0;0;0;0;0
485;5 contravvenzioni per uso del cellulare alla guida.;0;0;0;0;0
486;Sul punto vale la pena ricordare che la cattiva abitudine di utilizzare il telefono durante la guida è fonte di gravi incidenti.;0;0;1;0;0
487;La violazione, se reiterata, comporta il ritiro e la sospensione della patente di guida.;0;0;0;0;0
488;A Fidenza due giovani di 24 e 22 anni sono stati deferiti all’autorità giudiziaria per aver gravemente danneggiato un distributore automatico di alimenti e bevande.;0;0;1;0;0
489;I soggetti sono stati rintracciati da una pattuglia della Stazione di Fidenza, poco dopo aver preso a calci e frantumato il vetro del macchinario non, per asportare i prodotti, ma per puro divertimento.;0;0;0;0;0
490;Il proprietario ha sporto querela contro i due “vandali”.;0;0;0;0;0
491;I controlli antidroga, effettuati anche nei pressi degli istituti scolastici cittadini, hanno permesso di rinvenire un quantitativo di stupefacente complessivo pari a circa 30 grammi di hashish.;1;0;0;0;0
492;Diverse le persone segnalate alla Prefettura di Parma per detenzione di stupefacenti per uso personale.;0;0;0;0;0
493;Nell’ambito dei controlli di sicurezza, una persona sottoposta agli arresti domiciliari è stata tratta in arresto per “evasione”.;0;0;0;0;0
494;L’uomo, di origini senegalesi, sottoposto agli arresti domiciliari per reati contro il patrimonio, si è allontanato dalla propria abitazione senza autorizzazione del giudice ed è stato rintracciato e arrestato dai carabinieri di Fidenza mentre girava a piedi nel centro cittadino.;1;0;0;0;1
495;I servizi di prevenzione generale hanno permesso di controllare, complessivamente 280 automezzi e identificare 364 persone.;0;0;0;0;0
496;Rallentamenti al traffico anche tra via Buffolara e via Savani Un incidente stradale si è verificato nella mattinata di mercoledì 9 novembre lungo la tangenziale Nord in direzione Fidenza.;1;1;0;1;0
497;Lo scontro ha coinvolto tre auto ed ha provocato tre feriti, fortunatamente lievi.;0;0;0;0;0
498;Sul posto sono arrivati i soccorritori del 118, oltre agli agenti della polizia locale, che hanno effettuato i rilievi previsti per legge ed hanno gestito il traffico in zona.;1;1;0;0;0
499;In seguito all'incidente si sono verificati disagi alla circolazione stradale, soprattutto tra via Buffolara e via Savani.;1;0;0;0;0
500;L'uscita 10 della tangenziale è stata chiusa per consentire le operazioni di soccorso e di recupero dei veicoli coinvolti.;1;0;0;0;0
501;L'incidente è avvenuto poco dopo le ore 23 Grave incidente stradale nella serata dell'8 novembre a Sorbolo, lungo via Mantova.;1;1;1;1;0
502;Per cause in corso di accertamento due auto si sono scontrate quando erano da poco passate le ore 23.;0;0;0;0;0
503;In conseguenza dello scontro due persone, che si trovavano all'interno dei veicoli, sono rimaste ferite.;0;0;1;0;1
504;Una delle due ha riportato traumi di media gravità.;0;0;0;0;0
505;Entrambi sono stati accompagnati al pronto soccorso dell'Ospedale Maggiore di Parma.;0;0;0;0;0
506;Sul posto, oltre ai sanitari del 118 che hanno prestato le prime cure ai feriti, anche le forze dell'ordine per i rilievi previsti per legge.;1;0;0;0;1
507;Rispetto all'anno scorso, meno pedoni investiti e meno velocipedi coinvolti nei sinistri Rappresenta una piaga difficile da sanare quella relativa agli incidenti stradali che si verificano a Parma e provincia in maniera abbastanza frequente.;1;0;0;0;0
508;Dai dati diffusi dal comando di Polizia Locale, risulta una leggera flessione rispetto all'anno scorso, ma i numeri che coinvolgono automobilisti e pedoni in sinistri restano molto alti.;0;0;0;0;0
509;La situazione vede anche il coinvolgimento di monopattini, mezzi di trasporto assai diffusi soprattutto tra un pubblico giovanile.;0;0;0;1;1
510;Sono 141 le sanzioni ai monopattini sottoscritte nel 2022.;0;0;0;0;0
511;Il numero comprende le situazioni conteggiate fino al mese di ottobre, con l'anno solare ancora non terminato le previsioni del comando sono destinate a salire.;0;0;0;0;0
512;Numeri che comunque sono in flessione rispetto a quelli di un anno fa, quando furono - nello stesso arco temporale - 191.;0;0;0;0;0
513;Evidentemente la campagna di sensibilizzazione promossa e sostenuta dalla Polizia Locale ha fatto scuola.;0;0;0;0;0
514;Anche per quanto riguarda le biciclette, mezzo di trasporto molto comune a Parma, si nota una flessione dei numeri: sono 106 le sanzioni amministrative comminate a proprietari del mezzo a due ruote.;0;0;0;0;0
515;Rispetto a un anno fa, sono 14 in meno (nel 2021 sono state 120).;0;0;0;0;0
516;Gli incidenti con feriti sono 552, quelli che hanno interessato i pedoni sono 82, mentre quelli che hanno visto il coinvolgimento di biciclette sono 184.;0;0;0;0;1
517;"""Rispetto all’anno scorso c’è un leggero aumento dei dati sull'infortunistica stradale - spiega il Comandante della Polizia Locale, Michele Cassano -.";0;0;0;0;0
518;Abbiamo rilevato 702 sinistri con 552 che hanno coinvolto persone.;0;0;0;0;0
519;Purtroppo rispetto all'anno scorso già a settembre abbiamo un decesso in più.;0;0;0;0;0
520;L’anno scorso ne abbiamo registrati quattro, quest’anno siamo già a cinque.;0;0;0;0;0
521;Per quanto riguarda il coinvoilgimento dei monopattni, abbiamo una significativa riduzione: l’anno scorso erano 26 feriti rilevati, quest’anno appena 8.;0;0;0;0;1
522;Probabilmente la campagna di controlli che abbiamo iniziato ha portato i frutti sperati.;0;0;0;0;0
523;Per quanto riguarda i monopattini, sono stati a oggi 443 i controll, mentre per le biciclette 319.;0;0;0;0;0
524;C'è maggior rigore nei confronti di chi utilizza il monopattino: per quanto riguarda i controlli siamo in aumento rispetto all'anno scorso, con +6%.;0;0;0;0;0
525;241 controlli rispetto ai 227.;0;0;0;0;0
526;Si registra una maggiore attenzione per i conducenti di monopattini e biciclette.;0;0;0;0;0
527;"Si lavora tutti insieme per garantire la sicurezza sulle nostre strade"".";0;0;0;0;0
528;Orjol Lame è indagato per omicidio stradale poiché guidava ubriaco, drogato e senza patente.;0;0;1;0;0
529;Nel 2020 era finito in manette per spaccio, l'anno dopo per non aver rispettato l'ordine di espulsione Orjol Lame, il conducente della Fiat Stilo che si èschiantatacontro il muro di un'abitazione lungo la via Emilia, ora indagato peromicidio stradalepoiché si trovava alla guidaubriaco e drogatoal momento dell'incidente era già stato arrestato due volte nel corso degli ultimi due anni.;1;0;1;1;1
530;L'incidente ha provocato quattro morti, la compagna di Orjol, Shane Hyseni di 22 anni, il loro figlio Mattias Lame di 1 anno e 4 mesi,Rejana e Resat Hyseni, di 8 e 11 anni, sorella e fratello di Shane.;1;0;1;0;1
531;Una tragedia immane: le comunità di Parma e di Casaltone sono sotto choc, gli insegnanti e i compagni di Rejana e Resat, che frequentavano l'istituto scolastico Albertelli-Newton di Parma sonosgomenti.;0;0;0;0;0
532;Arrestato due volte e rimesso in libertà La prima volta l'allora 28enne Orjol Lame era finito in manette con l'accusa di spaccio di sostanze stupefacenti.;0;0;0;0;0
533;Nell'aprile del 2020 i carabinieri di Sant'Ilario d'Enza lo avevano infatti trovato in possesso di cocaina, eroina e morfina, sorprendendolo mentre cedeva una dose di polvere bianca ad un cliente.;1;0;1;0;0
534;Secondo quanto ricostruito dai militari il suo cellulare squillava a ripetizione: erano le chiamate dei numerosi clienti che prenotavano la consegna di una sostanza piuttosto che di un'altra.;0;0;0;0;0
535;Il cittadino albanese in quell'occasione patteggiò due anni.;0;0;0;0;0
536;Irregolare sul territorio italiano era stato raggiunto da un ordine di espulsione dalla Questura di Reggio Emilia.;0;0;0;0;0
537;La seconda volta nel febbraio del 2021 a Campoformido, in provincia di Udine.;1;0;0;0;0
538;I carabinieri lo avevano sorpreso infatti mentre si trovava a bordo di un'auto insieme ad un 51enne di Parma, già noto alle forze dell'ordine.;1;0;0;0;1
539;Orjol Lame era stato raggiunto da un ordine di espulsione emesso nel 2020 dalla Questura di Reggio Emilia: non avrebbe potuto tornare in Italia prima del 2025.;0;0;0;0;0
540;Dopo la celebrazione del rito direttissimo l'arresto era stato convalidato dal Gip.;0;0;0;0;0
541;Il giovane albanese era stato poi rimesso in libertà in attesa della successiva espulsione dal territorio nazionale.;0;0;0;0;0
542;Secondo quanto ricostruito dagli inquirenti, poi, Orjol Lame non avrebbe mai conseguito la patente italiana e al momento dell'incidente in via Emilia - che ha provocato la morte di quattro persone - stava guidando un veicolo, la Fiat Stilo, non assicurato.;1;0;1;0;0
543;I corpi dei parmigiani Rejana e Resat Hyseni, di 8 e 11 anni, della sorella 22enne Shane Hyseni e di suo figlio Mattias Lame di un anno e quattro mesi torneranno nel paese d'origine della famiglia: stamattina il trasferimento da Coviolo, dove è stata allestita la camera ardente, a Bari Le salme delle quattro vittime del gravissimoincidente stradaleavvenuto la sera di domenica 30 ottobre lungo la via Emilia, verranno trasferite, nella mattinata di oggi 3 novembre da Coviolo a Bari, per poi arrivare con un traghetto fino a Durazzo, in Albania.;1;1;1;0;1
544;Qui infatti verranno celebrati i funerali dei parmigianiRejana e ResatHyseni, di 8 e 11 anni, della sorella 22enne Shane Hysenie di suo figlioMattias Lame di un anno e quattro mesi.;0;0;0;0;1
545;La data non è ancora stata fissata ma ma i funerali verranno celebrati nei prossimi giorni, dopo l'arrivo dei corpi.;0;0;0;0;0
546;Stamattina gli incaricati della ditta di onoranze funebri albanesi andranno a Coviolo per ritirare le salme Il conducente positivo ad alcool e droga Orjol Lame, il compagno 32enne di Shane e padre di Mattias, che era alla guida della Fiat Stilo che si è schiantata contro una casa disabitata è ancora ricoverato in gravissime condizioni in ospedale, nel reparto di Rianimazione.;1;0;1;0;1
547;Il giovane è risultatopositivo ad alcool e droga.;0;0;0;0;0
548;Le analisi effettuate all'ospedale Santa Maria Nuova di Reggio Emilia, dove il giovane è ricoverato infatti hanno riscontrato diverse sostanze stupefacenti e alcool nel sangue.;1;0;1;0;0
549;La Procura della Repubblica di Reggio Emilia ha aperto un fascicolo con l'ipotesi di reato diomicidio stradale, proprio a carico di Orjol Lame.;1;0;1;0;0
550;La sbandata e lo schianto contro un edificio disabitato Secondo le prime informazioni non ci sarebbero segni di frenata sull'asfalto.;1;0;0;0;0
551;Secondo un automobilista, che stava percorrendo la via Emilia nel senso opposto di marcia, verso Reggio Emilia, l'auto avrebbe iniziato a sbandare all'improvviso per poi schiantarsi contro l'edificio.;1;0;1;0;0
552;Erano tutti in auto insieme: al ritorno verso Casaltone, verso le ore 20, la sbandata lungo la via Emilia - che in quel tratto si chiama via Newton - e il terribile schianto contro un immobile abbandonato, un tempo sede dell’azienda di cucine Antares.;1;0;1;0;1
553;Le analisi effettuate all'ospedale Santa Maria Nuova di Reggio Emilia, dove il giovane Orjol Lame è ricoverato in condizioni critiche hanno riscontrato diverse sostanze stupefacenti e alcool nel sangue È risultatopositivoagli esami tossicologici Orjol Lame, il 32enne alla guida dell'auto che domenica sera si èschiantatacontro un rustico disabitato sulla via Emilia, fra Villa Gaida e Cadè, a Reggio Emilia.;1;1;1;0;1
554;Nell'incidente hanno perso la vita quattro persone, la 22enne compagna Shane Hyseni, il loro figlio di un anno e mezzo Mattias, residenti a Reggio Emilia, il fratello e la sorella di lei,Resat e Rejanadi 9 e 11 anni, residenti a Parma.;1;0;1;0;1
555;Le analisi effettuate all'ospedale Santa Maria Nuova di Reggio Emilia, dove il giovane è ricoverato in condizioni critiche hanno riscontrato diverse sostanze stupefacenti e alcool nel sangue.;1;0;1;0;0
556;A Coviolo la camera ardente per le quattro vittime Coviolo, frazione del comune di Reggio Emilia, ospita la camera ardente delle quattro vittime del tragico incidente di domenica 30 ottobre: Shane Hyseni, 22 anni, madre di Mattias Lame, 1 anno e mezzo, Rejana Hyseni, 8 anni e Resat Hyseni, 11 anni, sorella e fratello di Shane.;1;0;1;0;1
557;I fuberali si svolgeranno a Durazzo in Albania: la data non è ancora stata stabilita.;0;0;0;0;0
558;La sbandata e lo schianto contro un edificio disabitato Secondo le prime informazioni non ci sarebbero segni di frenata sull'asfalto.;1;0;0;1;0
559;Secondo un automobilista, che stava percorrendo la via Emilia nel senso opposto di marcia, verso Reggio Emilia, l'auto avrebbe iniziato a sbandare all'improvviso per poi schiantarsi contro l'edificio.;1;0;1;0;0
560;Erano tutti in auto insieme: al ritorno verso Casaltone, verso le ore 20, la sbandata lungo la via Emilia - che in quel tratto si chiama via Newton - e il terribile schianto contro un immobile abbandonato, un tempo sede dell’azienda di cucine Antares.;1;1;1;1;1
561;Nello stesso tratto ad ottobre un tir si eraschiantatocontro un'abitazione Anjeza Hyseni, la madre dei tre fratelli si è sentita male quando è arrivata sul luogo dell’incidente nella serata di domenica.;1;0;0;0;0
562;E’ stata soccorsa dai sanitari e trasportata all’ospedale Maggiore di Parma, dove è rimasta per circa 24 ore.;1;0;1;0;0
563;Il quarto figlio di Ardian e Anjeza, Danilo di 18 anni, ha saputo la notizia con una telefonata.;0;0;0;0;0
564;Il 32enne Orjol Lame, compagno di Shane e papà di Mattias alla guida della Fiat Stilo, è ancora in Rianimazione: disposti gli esami tossicologici e controlli sul veicolo Dopo il terribileincidentein via Emilia a Cade' che domenica 30 ottobre ha stroncato la vita di quattro persone -Rejana e ResatHyseni, di 8 e 11 anni, Shane HysenieMattias Lame, figlio di Shane di un anno e quattro mesi - la Procura della Repubblica di Reggio Emilia ha aperto un fascicolo con l'ipotesi di reato di omicidio stradale.;1;0;1;0;1
565;Una tragedia immane: le comunità di Parma e di Casaltone sono sotto choc, gli insegnanti e i compagni di Rejana e Resat, che frequentavano l'istituto scolastico Albertelli-Newton di Parma sonosgomenti.;0;0;0;0;0
566;Orjol Lame, il compagno 32enne di Shane e padre di Mattias, che era alla guida della Fiat Stilo che si è schiantata contro una casa disabitata è ancora ricoverato in gravissime condizioni in ospedale, nel reparto di Rianimazione.;1;0;0;0;1
567;Nel frattempo la Procura di Reggio Emilia ha aperto un fascicolo, con l'ipotesi di reato di omicidio stradale,.per cercare di ricostuire con esatezza l'incidente e per verificare le condizioni del conducente al momento dello schianto.;1;0;1;1;0
568;Sono stati infatti disposti gli esami tossicologici.;0;0;0;0;0
569;A Coviolo la camera ardente per le quattro vittime Coviolo, frazione del comune di Reggio Emilia, ospita la camera ardente delle quattro vittime del tragico incidente di domenica 30 ottobre: Shane Hyseni, 22 anni, madre di Mattias Lame, 1 anno e mezzo, Rejana Hyseni, 8 anni e Resat Hyseni, 11 anni, sorella e fratello di Shane.;1;0;1;0;1
570;I fuberali si svolgeranno a Durazzo in Albania: la data non è ancora stata stabilita.;0;0;0;0;0
571;La sbandata e lo schianto contro un edificio disabitato Secondo le prime informazioni non ci sarebbero segni di frenata sull'asfalto.;1;0;0;1;0
572;Secondo un automobilista, che stava percorrendo la via Emilia nel senso opposto di marcia, verso Reggio Emilia, l'auto avrebbe iniziato a sbandare all'improvviso per poi schiantarsi contro l'edificio.;1;0;1;0;0
573;Erano tutti in auto insieme: al ritorno verso Casaltone, verso le ore 20, la sbandata lungo la via Emilia - che in quel tratto si chiama via Newton - e il terribile schianto contro un immobile abbandonato, un tempo sede dell’azienda di cucine Antares.;1;0;1;1;1
574;Nello stesso tratto ad ottobre un tir si eraschiantatocontro un'abitazione Anjeza Hyseni, la madre dei tre fratelli si è sentita male quando è arrivata sul luogo dell’incidente nella serata di domenica.;1;0;0;0;0
575;E’ stata soccorsa dai sanitari e trasportata all’ospedale Maggiore di Parma, dove è rimasta per circa 24 ore.;1;0;0;0;0
576;Il quarto figlio di Ardian e Anjeza, Danilo di 18 anni, ha saputo la notizia con una telefonata.;0;0;0;0;0
577;L'incidente è avvenuto alle ore 19.30 del 1 novembre Grave incidente stradale nel tardo pomeriggio del 1° novembre in via Matteotti a Salsomaggiore Terme.;1;1;1;1;0
578;Erano da poco passate le 19.30 quando, per cause in corso di accertamento, un'auto e una moto si sono scontrate all'altezza della pizzeria La Gustosa.;1;1;0;0;0
579;Un 17enne, alla guida della moto, è rimasto gravemente ferito.;0;0;1;1;1
580;Sul posto l'automedica della Croce Rossa di Fidenza e l'ambulanza della Pubblica Assistenza di Salsomaggiore.;1;0;0;0;0
581;Il motociclista è stato trasportato all'Ospedale di Vaio di Fidenza.;1;0;0;1;0
582;Secondo le prime informazioni avrebbe riportato ferite e traumi in varie parti del corpo ma non si troverebbe in pericolo di vita.;0;0;1;1;0
583;"La comunità piange per la scomparsa dei fratellini Rejana e Resat di 8 e 11 anni, la figlia Shane di 22 anni e suo figlio Mattias di un anno e 4 mesi, il sindaco Guerra: ""Siamo sgomenti e vicini alla famiglia, ai compagni di classe e agli insegnanti"" Una famiglia distrutta dal dolore.";0;0;1;0;1
